experiment_id,bootstrap_run,seed,basis,fold_factor,noise_p,shots,expectation,counts
GHZ4_FOLDING_ZZZZ_vs_XXXX,15,7015,Z,5,0.08,3000,0.5773333333333334,"{'1000': 44, '0000': 1070, '1101': 58, '0011': 98, '1111': 1049, '1110': 165, '0001': 144, '0010': 72, '1100': 118, '1011': 45, '0111': 60, '0100': 46, '1001': 10, '1010': 12, '0101': 2, '0110': 7}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,15,7015,X,5,0.08,3000,0.404,"{'1100': 237, '0011': 308, '1010': 272, '1001': 293, '1111': 237, '0110': 275, '0010': 94, '1101': 122, '0100': 122, '0101': 227, '1000': 107, '1011': 124, '0000': 257, '1110': 109, '0001': 106, '0111': 110}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,16,7016,Z,1,0.08,3000,0.5993333333333334,"{'1100': 110, '0011': 82, '1111': 1076, '1000': 48, '0000': 1093, '0001': 136, '0100': 51, '1110': 147, '1011': 50, '1101': 57, '0111': 51, '1001': 9, '0010': 61, '0110': 8, '1010': 10, '0101': 11}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,16,7016,X,1,0.08,3000,0.364,"{'1111': 272, '0110': 242, '1000': 114, '0000': 287, '1001': 267, '0001': 116, '1110': 109, '0011': 257, '1100': 248, '0101': 230, '0010': 111, '1101': 122, '0111': 117, '1011': 132, '0100': 133, '1010': 243}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,16,7016,Z,3,0.08,3000,0.5993333333333334,"{'1100': 110, '0011': 82, '1111': 1076, '1000': 48, '0000': 1093, '0001': 136, '0100': 51, '1110': 147, '1011': 50, '1101': 57, '0111': 51, '1001': 9, '0010': 61, '0110': 8, '1010': 10, '0101': 11}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,16,7016,X,3,0.08,3000,0.364,"{'1111': 272, '0110': 242, '1000': 114, '0000': 287, '1001': 267, '0001': 116, '1110': 109, '0011': 257, '1100': 248, '0101': 230, '0010': 111, '1101': 122, '0111': 117, '1011': 132, '0100': 133, '1010': 243}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,16,7016,Z,5,0.08,3000,0.5993333333333334,"{'1100': 110, '0011': 82, '1111': 1076, '1000': 48, '0000': 1093, '0001': 136, '0100': 51, '1110': 147, '1011': 50, '1101': 57, '0111': 51, '1001': 9, '0010': 61, '0110': 8, '1010': 10, '0101': 11}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,16,7016,X,5,0.08,3000,0.364,"{'1111': 272, '0110': 242, '1000': 114, '0000': 287, '1001': 267, '0001': 116, '1110': 109, '0011': 257, '1100': 248, '0101': 230, '0010': 111, '1101': 122, '0111': 117, '1011': 132, '0100': 133, '1010': 243}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,17,7017,Z,1,0.08,3000,0.6126666666666667,"{'0111': 51, '1011': 51, '0010': 62, '1111': 1071, '0000': 1100, '1000': 36, '0011': 103, '0001': 139, '1100': 116, '1101': 69, '0100': 54, '0101': 9, '1110': 119, '1001': 7, '0110': 10, '1010': 3}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,17,7017,X,1,0.08,3000,0.37,"{'0111': 118, '0110': 261, '1011': 109, '0001': 123, '1010': 245, '1000': 94, '1100': 234, '1110': 135, '0100': 127, '0101': 232, '1111': 273, '0000': 287, '1101': 120, '1001': 262, '0011': 261, '0010': 119}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,17,7017,Z,3,0.08,3000,0.6126666666666667,"{'0111': 51, '1011': 51, '0010': 62, '1111': 1071, '0000': 1100, '1000': 36, '0011': 103, '0001': 139, '1100': 116, '1101': 69, '0100': 54, '0101': 9, '1110': 119, '1001': 7, '0110': 10, '1010': 3}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,17,7017,X,3,0.08,3000,0.37,"{'0111': 118, '0110': 261, '1011': 109, '0001': 123, '1010': 245, '1000': 94, '1100': 234, '1110': 135, '0100': 127, '0101': 232, '1111': 273, '0000': 287, '1101': 120, '1001': 262, '0011': 261, '0010': 119}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,17,7017,Z,5,0.08,3000,0.6126666666666667,"{'0111': 51, '1011': 51, '0010': 62, '1111': 1071, '0000': 1100, '1000': 36, '0011': 103, '0001': 139, '1100': 116, '1101': 69, '0100': 54, '0101': 9, '1110': 119, '1001': 7, '0110': 10, '1010': 3}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,17,7017,X,5,0.08,3000,0.37,"{'0111': 118, '0110': 261, '1011': 109, '0001': 123, '1010': 245, '1000': 94, '1100': 234, '1110': 135, '0100': 127, '0101': 232, '1111': 273, '0000': 287, '1101': 120, '1001': 262, '0011': 261, '0010': 119}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,18,7018,Z,1,0.08,3000,0.5846666666666667,"{'0001': 162, '1111': 1087, '1000': 53, '0000': 1029, '1101': 35, '0100': 48, '0010': 86, '0011': 110, '1001': 16, '1110': 135, '0111': 54, '1100': 101, '1011': 50, '0110': 9, '0101': 13, '1010': 12}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,18,7018,X,1,0.08,3000,0.394,"{'1110': 98, '0101': 266, '1000': 125, '0000': 240, '1010': 261, '0111': 121, '0011': 258, '0110': 298, '0010': 122, '1001': 225, '1100': 273, '1011': 110, '1111': 270, '1101': 127, '0100': 106, '0001': 100}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,18,7018,Z,3,0.08,3000,0.5846666666666667,"{'0001': 162, '1111': 1087, '1000': 53, '0000': 1029, '1101': 35, '0100': 48, '0010': 86, '0011': 110, '1001': 16, '1110': 135, '0111': 54, '1100': 101, '1011': 50, '0110': 9, '0101': 13, '1010': 12}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,18,7018,X,3,0.08,3000,0.394,"{'1110': 98, '0101': 266, '1000': 125, '0000': 240, '1010': 261, '0111': 121, '0011': 258, '0110': 298, '0010': 122, '1001': 225, '1100': 273, '1011': 110, '1111': 270, '1101': 127, '0100': 106, '0001': 100}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,18,7018,Z,5,0.08,3000,0.5846666666666667,"{'0001': 162, '1111': 1087, '1000': 53, '0000': 1029, '1101': 35, '0100': 48, '0010': 86, '0011': 110, '1001': 16, '1110': 135, '0111': 54, '1100': 101, '1011': 50, '0110': 9, '0101': 13, '1010': 12}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,18,7018,X,5,0.08,3000,0.394,"{'1110': 98, '0101': 266, '1000': 125, '0000': 240, '1010': 261, '0111': 121, '0011': 258, '0110': 298, '0010': 122, '1001': 225, '1100': 273, '1011': 110, '1111': 270, '1101': 127, '0100': 106, '0001': 100}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,19,7019,Z,1,0.08,3000,0.5973333333333334,"{'1111': 1111, '0011': 115, '1100': 121, '0000': 1021, '0100': 38, '1011': 50, '0001': 158, '0111': 44, '0010': 59, '1110': 150, '0110': 7, '1000': 42, '0101': 7, '1001': 4, '1101': 63, '1010': 10}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,19,7019,X,1,0.08,3000,0.43733333333333335,"{'0101': 251, '1110': 114, '1001': 295, '0010': 108, '0011': 247, '0111': 91, '1101': 112, '1000': 97, '1010': 275, '0110': 275, '1111': 280, '0100': 97, '1100': 277, '1011': 101, '0001': 124, '0000': 256}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,19,7019,Z,3,0.08,3000,0.5973333333333334,"{'1111': 1111, '0011': 115, '1100': 121, '0000': 1021, '0100': 38, '1011': 50, '0001': 158, '0111': 44, '0010': 59, '1110': 150, '0110': 7, '1000': 42, '0101': 7, '1001': 4, '1101': 63, '1010': 10}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,19,7019,X,3,0.08,3000,0.43733333333333335,"{'0101': 251, '1110': 114, '1001': 295, '0010': 108, '0011': 247, '0111': 91, '1101': 112, '1000': 97, '1010': 275, '0110': 275, '1111': 280, '0100': 97, '1100': 277, '1011': 101, '0001': 124, '0000': 256}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,19,7019,Z,5,0.08,3000,0.5973333333333334,"{'1111': 1111, '0011': 115, '1100': 121, '0000': 1021, '0100': 38, '1011': 50, '0001': 158, '0111': 44, '0010': 59, '1110': 150, '0110': 7, '1000': 42, '0101': 7, '1001': 4, '1101': 63, '1010': 10}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,19,7019,X,5,0.08,3000,0.43733333333333335,"{'0101': 251, '1110': 114, '1001': 295, '0010': 108, '0011': 247, '0111': 91, '1101': 112, '1000': 97, '1010': 275, '0110': 275, '1111': 280, '0100': 97, '1100': 277, '1011': 101, '0001': 124, '0000': 256}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,20,7020,Z,1,0.08,3000,0.612,"{'1111': 1079, '0001': 127, '0000': 1115, '1101': 53, '0100': 58, '0111': 55, '1100': 86, '1110': 128, '0011': 105, '0101': 11, '1011': 53, '0010': 57, '0110': 9, '1001': 6, '1000': 51, '1010': 7}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,20,7020,X,1,0.08,3000,0.36933333333333335,"{'1010': 274, '1111': 224, '0110': 257, '0101': 243, '0000': 291, '0011': 278, '0111': 124, '0010': 113, '1100': 259, '1101': 112, '1001': 228, '1110': 131, '1011': 126, '1000': 109, '0001': 118, '0100': 113}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,20,7020,Z,3,0.08,3000,0.612,"{'1111': 1079, '0001': 127, '0000': 1115, '1101': 53, '0100': 58, '0111': 55, '1100': 86, '1110': 128, '0011': 105, '0101': 11, '1011': 53, '0010': 57, '0110': 9, '1001': 6, '1000': 51, '1010': 7}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,20,7020,X,3,0.08,3000,0.36933333333333335,"{'1010': 274, '1111': 224, '0110': 257, '0101': 243, '0000': 291, '0011': 278, '0111': 124, '0010': 113, '1100': 259, '1101': 112, '1001': 228, '1110': 131, '1011': 126, '1000': 109, '0001': 118, '0100': 113}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,20,7020,Z,5,0.08,3000,0.612,"{'1111': 1079, '0001': 127, '0000': 1115, '1101': 53, '0100': 58, '0111': 55, '1100': 86, '1110': 128, '0011': 105, '0101': 11, '1011': 53, '0010': 57, '0110': 9, '1001': 6, '1000': 51, '1010': 7}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,20,7020,X,5,0.08,3000,0.36933333333333335,"{'1010': 274, '1111': 224, '0110': 257, '0101': 243, '0000': 291, '0011': 278, '0111': 124, '0010': 113, '1100': 259, '1101': 112, '1001': 228, '1110': 131, '1011': 126, '1000': 109, '0001': 118, '0100': 113}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,21,7021,Z,1,0.08,3000,0.5966666666666667,"{'1111': 1055, '1100': 117, '0001': 155, '0010': 68, '1011': 55, '1000': 47, '0000': 1087, '1101': 57, '0111': 48, '0011': 107, '1110': 138, '0110': 10, '0100': 37, '1010': 10, '1001': 7, '0101': 2}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,21,7021,X,1,0.08,3000,0.38666666666666666,"{'1100': 252, '1010': 264, '1001': 271, '1011': 119, '0110': 277, '0000': 263, '1000': 112, '0101': 264, '1101': 119, '0011': 262, '1111': 227, '1110': 122, '0111': 92, '0010': 119, '0100': 121, '0001': 116}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,21,7021,Z,3,0.08,3000,0.5966666666666667,"{'1111': 1055, '1100': 117, '0001': 155, '0010': 68, '1011': 55, '1000': 47, '0000': 1087, '1101': 57, '0111': 48, '0011': 107, '1110': 138, '0110': 10, '0100': 37, '1010': 10, '1001': 7, '0101': 2}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,21,7021,X,3,0.08,3000,0.38666666666666666,"{'1100': 252, '1010': 264, '1001': 271, '1011': 119, '0110': 277, '0000': 263, '1000': 112, '0101': 264, '1101': 119, '0011': 262, '1111': 227, '1110': 122, '0111': 92, '0010': 119, '0100': 121, '0001': 116}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,21,7021,Z,5,0.08,3000,0.5966666666666667,"{'1111': 1055, '1100': 117, '0001': 155, '0010': 68, '1011': 55, '1000': 47, '0000': 1087, '1101': 57, '0111': 48, '0011': 107, '1110': 138, '0110': 10, '0100': 37, '1010': 10, '1001': 7, '0101': 2}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,21,7021,X,5,0.08,3000,0.38666666666666666,"{'1100': 252, '1010': 264, '1001': 271, '1011': 119, '0110': 277, '0000': 263, '1000': 112, '0101': 264, '1101': 119, '0011': 262, '1111': 227, '1110': 122, '0111': 92, '0010': 119, '0100': 121, '0001': 116}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,22,7022,Z,1,0.08,3000,0.572,"{'1111': 1024, '1110': 166, '1000': 47, '0000': 1090, '1101': 67, '0100': 54, '0001': 164, '0010': 50, '1011': 52, '1100': 114, '0011': 92, '0111': 42, '1001': 7, '0101': 8, '0110': 13, '1010': 10}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,22,7022,X,1,0.08,3000,0.4053333333333333,"{'0011': 257, '1100': 269, '1010': 232, '1001': 308, '1110': 113, '0101': 265, '0111': 109, '0110': 268, '0000': 256, '1101': 107, '1111': 253, '1000': 107, '0100': 130, '0010': 112, '1011': 98, '0001': 116}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,22,7022,Z,3,0.08,3000,0.572,"{'1111': 1024, '1110': 166, '1000': 47, '0000': 1090, '1101': 67, '0100': 54, '0001': 164, '0010': 50, '1011': 52, '1100': 114, '0011': 92, '0111': 42, '1001': 7, '0101': 8, '0110': 13, '1010': 10}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,22,7022,X,3,0.08,3000,0.4053333333333333,"{'0011': 257, '1100': 269, '1010': 232, '1001': 308, '1110': 113, '0101': 265, '0111': 109, '0110': 268, '0000': 256, '1101': 107, '1111': 253, '1000': 107, '0100': 130, '0010': 112, '1011': 98, '0001': 116}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,22,7022,Z,5,0.08,3000,0.572,"{'1111': 1024, '1110': 166, '1000': 47, '0000': 1090, '1101': 67, '0100': 54, '0001': 164, '0010': 50, '1011': 52, '1100': 114, '0011': 92, '0111': 42, '1001': 7, '0101': 8, '0110': 13, '1010': 10}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,22,7022,X,5,0.08,3000,0.4053333333333333,"{'0011': 257, '1100': 269, '1010': 232, '1001': 308, '1110': 113, '0101': 265, '0111': 109, '0110': 268, '0000': 256, '1101': 107, '1111': 253, '1000': 107, '0100': 130, '0010': 112, '1011': 98, '0001': 116}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,23,7023,Z,1,0.08,3000,0.5913333333333334,"{'1111': 1073, '1011': 54, '0010': 62, '1000': 53, '0000': 1072, '0011': 110, '1001': 11, '0001': 141, '0100': 50, '1110': 154, '1100': 99, '0111': 40, '0110': 5, '1010': 10, '1101': 59, '0101': 7}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,23,7023,X,1,0.08,3000,0.39466666666666667,"{'0011': 237, '1100': 262, '1111': 250, '0110': 269, '1000': 126, '0000': 257, '0100': 122, '1011': 96, '1110': 124, '0001': 113, '0101': 273, '0010': 120, '1101': 111, '0111': 96, '1010': 278, '1001': 266}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,23,7023,Z,3,0.08,3000,0.5913333333333334,"{'1111': 1073, '1011': 54, '0010': 62, '1000': 53, '0000': 1072, '0011': 110, '1001': 11, '0001': 141, '0100': 50, '1110': 154, '1100': 99, '0111': 40, '0110': 5, '1010': 10, '1101': 59, '0101': 7}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,23,7023,X,3,0.08,3000,0.39466666666666667,"{'0011': 237, '1100': 262, '1111': 250, '0110': 269, '1000': 126, '0000': 257, '0100': 122, '1011': 96, '1110': 124, '0001': 113, '0101': 273, '0010': 120, '1101': 111, '0111': 96, '1010': 278, '1001': 266}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,23,7023,Z,5,0.08,3000,0.5913333333333334,"{'1111': 1073, '1011': 54, '0010': 62, '1000': 53, '0000': 1072, '0011': 110, '1001': 11, '0001': 141, '0100': 50, '1110': 154, '1100': 99, '0111': 40, '0110': 5, '1010': 10, '1101': 59, '0101': 7}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,23,7023,X,5,0.08,3000,0.39466666666666667,"{'0011': 237, '1100': 262, '1111': 250, '0110': 269, '1000': 126, '0000': 257, '0100': 122, '1011': 96, '1110': 124, '0001': 113, '0101': 273, '0010': 120, '1101': 111, '0111': 96, '1010': 278, '1001': 266}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,24,7024,Z,1,0.08,3000,0.5826666666666667,"{'1111': 1038, '0000': 1092, '0100': 49, '1101': 65, '0111': 51, '1011': 53, '0010': 58, '1100': 110, '0001': 149, '0011': 92, '1000': 62, '1110': 139, '0110': 13, '1001': 10, '1010': 10, '0101': 9}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,24,7024,X,1,0.08,3000,0.376,"{'0110': 259, '1111': 262, '1010': 237, '1001': 275, '0001': 130, '0111': 113, '0100': 92, '0101': 283, '0000': 251, '0011': 262, '0010': 123, '1000': 130, '1101': 120, '1011': 109, '1100': 235, '1110': 119}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,24,7024,Z,3,0.08,3000,0.5826666666666667,"{'1111': 1038, '0000': 1092, '0100': 49, '1101': 65, '0111': 51, '1011': 53, '0010': 58, '1100': 110, '0001': 149, '0011': 92, '1000': 62, '1110': 139, '0110': 13, '1001': 10, '1010': 10, '0101': 9}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,24,7024,X,3,0.08,3000,0.376,"{'0110': 259, '1111': 262, '1010': 237, '1001': 275, '0001': 130, '0111': 113, '0100': 92, '0101': 283, '0000': 251, '0011': 262, '0010': 123, '1000': 130, '1101': 120, '1011': 109, '1100': 235, '1110': 119}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,24,7024,Z,5,0.08,3000,0.5826666666666667,"{'1111': 1038, '0000': 1092, '0100': 49, '1101': 65, '0111': 51, '1011': 53, '0010': 58, '1100': 110, '0001': 149, '0011': 92, '1000': 62, '1110': 139, '0110': 13, '1001': 10, '1010': 10, '0101': 9}"
GHZ4_FOLDING_ZZZZ_vs_XXXX,24,7024,X,5,0.08,3000,0.376,"{'0110': 259, '1111': 262, '1010': 237, '1001': 275, '0001': 130, '0111': 113, '0100': 92, '0101': 283, '0000': 251, '0011': 262, '0010': 123, '1000': 130, '1101': 120, '1011': 109, '1100': 235, '1110': 119}"
